CUSTOMER_ID,CHURN_Ground_truth_Label,CHURN_PREDS,CHURN_PROBABILITY,CLIENT_TO_CONTACT,DISCOUNT
C103715,LEAVE,LEAVE,0.31244934,YES,10%
C106357,STAY,STAY,0.98148316,NO,0%
C105424,STAY,STAY,0.92183894,NO,0%
C112610,LEAVE,LEAVE,0.3348844,YES,10%
C112985,LEAVE,LEAVE,0.058065735,YES,5%
C114038,STAY,STAY,0.62666595,NO,0%
C112686,STAY,STAY,0.98880184,NO,0%
C108278,STAY,STAY,0.96341205,NO,0%
C103199,LEAVE,STAY,0.6533038,NO,0%
C114119,LEAVE,LEAVE,0.13687627,YES,5%
C104886,STAY,STAY,0.9715366,NO,0%
C113072,STAY,STAY,0.96656466,NO,0%
C113470,STAY,STAY,0.9163361,NO,0%
C111133,STAY,STAY,0.9822099,NO,0%
C113794,LEAVE,LEAVE,0.24585667,YES,5%
C103474,LEAVE,LEAVE,0.16693904,YES,5%
C100043,LEAVE,LEAVE,0.03539894,YES,5%
C115776,LEAVE,LEAVE,0.44568557,YES,10%
C105467,LEAVE,LEAVE,0.06653964,YES,5%
C114244,LEAVE,STAY,0.8421839,NO,0%
C110774,STAY,STAY,0.84780085,NO,0%
C112645,LEAVE,LEAVE,0.045411352,YES,5%
C100656,STAY,STAY,0.56288266,NO,0%
C112535,STAY,STAY,0.98824966,NO,0%
C105774,STAY,STAY,0.93377864,NO,0%
C102252,STAY,STAY,0.8034766,NO,0%
C100791,STAY,STAY,0.9191584,NO,0%
C108589,STAY,STAY,0.8327514,NO,0%
C107151,STAY,STAY,0.849708,NO,0%
C108790,STAY,STAY,0.99691725,NO,0%
C109219,STAY,STAY,0.8712543,NO,0%
C101749,LEAVE,LEAVE,0.14478229,YES,5%
C100305,STAY,STAY,0.5422465,NO,0%
C106972,LEAVE,LEAVE,0.041124374,YES,5%
C102056,LEAVE,STAY,0.7942224,NO,0%
C114187,STAY,STAY,0.91063255,NO,0%
C100437,STAY,STAY,0.88126,NO,0%
C100155,LEAVE,LEAVE,0.3280758,YES,10%
C103514,STAY,STAY,0.74346995,NO,0%
C105218,STAY,STAY,0.9455312,NO,0%
C106420,LEAVE,LEAVE,0.22819388,YES,5%
C103192,STAY,STAY,0.8585247,NO,0%
C105586,STAY,STAY,0.9602041,NO,0%
C104584,STAY,LEAVE,0.30670744,YES,10%
C105506,STAY,STAY,0.7337343,NO,0%
C106931,LEAVE,LEAVE,0.04835102,YES,5%
C111620,STAY,STAY,0.52810156,NO,0%
C111682,STAY,STAY,0.85258806,NO,0%
C103007,STAY,STAY,0.9156445,NO,0%
C101521,LEAVE,LEAVE,0.35942513,YES,10%
C111347,STAY,STAY,0.60533047,NO,0%
C112472,STAY,STAY,0.7795464,NO,0%
C105007,STAY,STAY,0.97825944,NO,0%
C106478,LEAVE,LEAVE,0.33977878,YES,10%
C104186,STAY,STAY,0.91321504,NO,0%
C113542,STAY,STAY,0.810572,NO,0%
C114424,LEAVE,LEAVE,0.23907419,YES,5%
C112993,STAY,STAY,0.966089,NO,0%
C112609,STAY,STAY,0.945346,NO,0%
C115403,LEAVE,LEAVE,0.49821043,YES,10%
C106793,LEAVE,STAY,0.72338486,NO,0%
C105880,STAY,STAY,0.9673585,NO,0%
C109178,LEAVE,LEAVE,0.46670988,YES,10%
C110222,LEAVE,STAY,0.5493979,NO,0%
C109947,STAY,STAY,0.9075006,NO,0%
C106632,LEAVE,LEAVE,0.07260365,YES,5%
C111474,STAY,STAY,0.769844,NO,0%
C108914,STAY,STAY,0.892026,NO,0%
C101357,STAY,STAY,0.9338511,NO,0%
C108660,STAY,STAY,0.57087,NO,0%
C114563,LEAVE,STAY,0.6395032,NO,0%
C107854,LEAVE,STAY,0.7193911,NO,0%
C107031,LEAVE,LEAVE,0.07579591,YES,5%
C109406,LEAVE,STAY,0.744512,NO,0%
C106828,LEAVE,LEAVE,0.4214998,YES,10%
C102046,LEAVE,LEAVE,0.109677784,YES,5%
C104840,LEAVE,LEAVE,0.123148635,YES,5%
C105916,STAY,STAY,0.8404826,NO,0%
C109188,STAY,STAY,0.89601386,NO,0%
C112792,LEAVE,LEAVE,0.17628875,YES,5%
C107445,LEAVE,LEAVE,0.33220467,YES,10%
C101942,STAY,STAY,0.63981724,NO,0%
C104899,STAY,STAY,0.7183256,NO,0%
C100803,LEAVE,LEAVE,0.44887844,YES,10%
C114973,STAY,STAY,0.87485504,NO,0%
C102609,STAY,STAY,0.980198,NO,0%
C103144,STAY,STAY,0.8286455,NO,0%
C103669,LEAVE,LEAVE,0.35706732,YES,10%
C113537,STAY,STAY,0.97574574,NO,0%
C100569,STAY,STAY,0.9215198,NO,0%
C101856,LEAVE,LEAVE,0.4083262,YES,10%
C101085,LEAVE,LEAVE,0.41189313,YES,10%
C104184,STAY,STAY,0.799589,NO,0%
C108473,STAY,STAY,0.8757991,NO,0%
C111172,STAY,LEAVE,0.17104091,YES,5%
C100016,STAY,STAY,0.97413695,NO,0%
C103282,LEAVE,LEAVE,0.17673025,YES,5%
C102641,STAY,STAY,0.888456,NO,0%
C105733,STAY,STAY,0.6974209,NO,0%
C112971,STAY,STAY,0.55040544,NO,0%
C101707,LEAVE,STAY,0.61204267,NO,0%
C114594,STAY,STAY,0.9812347,NO,0%
C107599,STAY,LEAVE,0.25843704,YES,10%
C101006,STAY,LEAVE,0.26737708,YES,10%
C109504,LEAVE,STAY,0.59679353,NO,0%
C104616,STAY,STAY,0.99366236,NO,0%
C115394,LEAVE,STAY,0.5568451,NO,0%
C110109,LEAVE,LEAVE,0.27919313,YES,10%
C114479,LEAVE,LEAVE,0.06013557,YES,5%
C101030,LEAVE,LEAVE,0.43424997,YES,10%
C101029,STAY,STAY,0.971814,NO,0%
C108989,STAY,STAY,0.50892127,NO,0%
C109729,STAY,STAY,0.8605104,NO,0%
C109059,LEAVE,LEAVE,0.0692103,YES,5%
C112385,LEAVE,LEAVE,0.35181275,YES,10%
C100136,LEAVE,LEAVE,0.2806528,YES,10%
C105044,STAY,STAY,0.53751856,NO,0%
C106633,STAY,STAY,0.9671474,NO,0%
C102074,LEAVE,LEAVE,0.36107785,YES,10%
C101272,LEAVE,LEAVE,0.11441196,YES,5%
C112062,LEAVE,LEAVE,0.31893453,YES,10%
C104536,LEAVE,LEAVE,0.04432801,YES,5%
C113761,STAY,STAY,0.97118616,NO,0%
C101906,STAY,STAY,0.9720524,NO,0%
C100701,LEAVE,LEAVE,0.3039155,YES,10%
C112240,LEAVE,LEAVE,0.25400555,YES,10%
C105814,LEAVE,STAY,0.8378122,NO,0%
C100110,STAY,STAY,0.50459576,NO,0%
C104323,STAY,STAY,0.84095126,NO,0%
C104631,LEAVE,LEAVE,0.27377954,YES,10%
C108662,STAY,STAY,0.97876465,NO,0%
C110758,STAY,STAY,0.6910224,NO,0%
C101690,LEAVE,STAY,0.73188764,NO,0%
C115914,LEAVE,LEAVE,0.27687597,YES,10%
C101646,STAY,STAY,0.8320691,NO,0%
C107177,LEAVE,STAY,0.6126103,NO,0%
C113961,STAY,STAY,0.71316856,NO,0%
C113605,LEAVE,LEAVE,0.4587641,YES,10%
C101672,STAY,STAY,0.98725826,NO,0%
C113785,STAY,STAY,0.91277117,NO,0%
C107907,STAY,STAY,0.9121316,NO,0%
C106824,STAY,STAY,0.75050473,NO,0%
C106874,LEAVE,LEAVE,0.25975817,YES,10%
C101933,STAY,STAY,0.9974558,NO,0%
C110660,STAY,STAY,0.97251445,NO,0%
C101934,STAY,STAY,0.9938916,NO,0%
C109262,LEAVE,LEAVE,0.20827179,YES,5%
C103120,STAY,STAY,0.7914229,NO,0%
C108094,LEAVE,LEAVE,0.292842,YES,10%
C100398,STAY,STAY,0.8160299,NO,0%
C114170,STAY,STAY,0.9616057,NO,0%
C108069,LEAVE,LEAVE,0.14191139,YES,5%
C103375,STAY,STAY,0.5435616,NO,0%
C104666,LEAVE,LEAVE,0.09156895,YES,5%
C110220,STAY,STAY,0.8443035,NO,0%
C112949,STAY,STAY,0.5386565,NO,0%
C113471,STAY,STAY,0.75957364,NO,0%
C107355,STAY,STAY,0.8316632,NO,0%
C110445,STAY,STAY,0.9223024,NO,0%
C100539,LEAVE,LEAVE,0.480038,YES,10%
C101173,STAY,STAY,0.68616134,NO,0%
C103583,LEAVE,LEAVE,0.23953928,YES,5%
C104836,LEAVE,STAY,0.7009615,NO,0%
C108250,STAY,STAY,0.9967614,NO,0%
C105617,STAY,STAY,0.6521248,NO,0%
C109503,LEAVE,LEAVE,0.23999523,YES,5%
C108725,LEAVE,STAY,0.5393079,NO,0%
C107383,STAY,LEAVE,0.44085842,YES,10%
C111558,STAY,STAY,0.79115075,NO,0%
C112879,STAY,LEAVE,0.41928148,YES,10%
C101553,LEAVE,LEAVE,0.14855506,YES,5%
C107989,LEAVE,LEAVE,0.12817857,YES,5%
C115686,LEAVE,STAY,0.6129258,NO,0%
C112864,STAY,STAY,0.63326436,NO,0%
C110782,STAY,STAY,0.85520583,NO,0%
C102850,STAY,STAY,0.9788891,NO,0%
C114657,LEAVE,LEAVE,0.31655708,YES,10%
C104713,LEAVE,LEAVE,0.1781231,YES,5%
C115375,LEAVE,LEAVE,0.104505524,YES,5%
C105052,STAY,STAY,0.9028769,NO,0%
C100373,LEAVE,STAY,0.66339016,NO,0%
C105724,STAY,STAY,0.9479067,NO,0%
C112662,LEAVE,STAY,0.5188543,NO,0%
C104109,LEAVE,LEAVE,0.336374,YES,10%
C114808,STAY,STAY,0.9873769,NO,0%
C108418,STAY,STAY,0.82346916,NO,0%
C115229,LEAVE,LEAVE,0.17204668,YES,5%
C104085,STAY,STAY,0.83293515,NO,0%
C109062,STAY,STAY,0.8224693,NO,0%
C106565,LEAVE,LEAVE,0.26091972,YES,10%
C107375,STAY,STAY,0.93443894,NO,0%
C105294,LEAVE,STAY,0.523478,NO,0%
C109076,LEAVE,LEAVE,0.12999198,YES,5%
C107835,STAY,STAY,0.9287843,NO,0%
C103093,STAY,STAY,0.8756692,NO,0%
C103142,LEAVE,LEAVE,0.22211859,YES,5%
C114661,LEAVE,LEAVE,0.0668187,YES,5%
C112693,LEAVE,LEAVE,0.083040625,YES,5%
C107763,STAY,STAY,0.50253123,NO,0%
C112643,STAY,STAY,0.67370296,NO,0%
C100581,LEAVE,LEAVE,0.12330522,YES,5%
C110157,STAY,STAY,0.94543695,NO,0%
C109456,STAY,STAY,0.9975146,NO,0%
C115205,LEAVE,LEAVE,0.2025678,YES,5%
C110443,LEAVE,STAY,0.64385563,NO,0%
C100869,STAY,STAY,0.76905346,NO,0%
C112166,STAY,STAY,0.666883,NO,0%
C102414,LEAVE,STAY,0.8728848,NO,0%
C112138,LEAVE,STAY,0.69964194,NO,0%
C104593,STAY,STAY,0.96667886,NO,0%
C106740,LEAVE,LEAVE,0.15050244,YES,5%
C112083,STAY,STAY,0.9901906,NO,0%
C105206,LEAVE,LEAVE,0.19148572,YES,5%
C115908,LEAVE,LEAVE,0.39339933,YES,10%
C107374,LEAVE,LEAVE,0.41525298,YES,10%
C109337,STAY,STAY,0.7917024,NO,0%
C106057,LEAVE,STAY,0.6737802,NO,0%
C113830,STAY,STAY,0.584637,NO,0%
C107203,LEAVE,LEAVE,0.07324701,YES,5%
C113451,LEAVE,LEAVE,0.36547446,YES,10%
C111242,STAY,STAY,0.9818619,NO,0%
C107898,STAY,STAY,0.6170993,NO,0%
C115212,STAY,STAY,0.95030063,NO,0%
C100014,LEAVE,LEAVE,0.044791296,YES,5%
C105165,LEAVE,LEAVE,0.3073791,YES,10%
C100661,LEAVE,LEAVE,0.33639497,YES,10%
C112326,LEAVE,LEAVE,0.200726,YES,5%
C110895,STAY,STAY,0.9311693,NO,0%
C112479,STAY,STAY,0.6931557,NO,0%
C115772,LEAVE,LEAVE,0.41497388,YES,10%
C101292,STAY,STAY,0.8947379,NO,0%
C101667,LEAVE,STAY,0.757149,NO,0%
C112212,STAY,STAY,0.9478224,NO,0%
C106980,LEAVE,LEAVE,0.1876613,YES,5%
C107106,STAY,STAY,0.5695971,NO,0%
C113893,STAY,STAY,0.99864966,NO,0%
C104989,LEAVE,LEAVE,0.13849166,YES,5%
C114181,STAY,STAY,0.9211872,NO,0%
C109495,LEAVE,LEAVE,0.27923974,YES,10%
C112398,LEAVE,LEAVE,0.44504502,YES,10%
C101217,STAY,STAY,0.9833355,NO,0%
C108887,LEAVE,STAY,0.55624413,NO,0%
C102122,STAY,STAY,0.85443455,NO,0%
C104277,STAY,STAY,0.81396437,NO,0%
C105583,STAY,STAY,0.93991935,NO,0%
C103628,LEAVE,LEAVE,0.08514808,YES,5%
C111826,STAY,STAY,0.8919588,NO,0%
C109665,LEAVE,STAY,0.5669282,NO,0%
C103477,LEAVE,LEAVE,0.1228937,YES,5%
C106715,STAY,STAY,0.8551463,NO,0%
C115592,STAY,STAY,0.6575873,NO,0%
C101350,STAY,STAY,0.6147307,NO,0%
C101113,LEAVE,LEAVE,0.35499194,YES,10%
C111289,STAY,STAY,0.87462455,NO,0%
C101021,LEAVE,LEAVE,0.034700356,YES,5%
C108995,LEAVE,LEAVE,0.115516506,YES,5%
C103924,LEAVE,STAY,0.5335151,NO,0%
C114792,STAY,STAY,0.9723874,NO,0%
C107291,STAY,STAY,0.83264685,NO,0%
C113235,STAY,STAY,0.7440855,NO,0%
C104957,STAY,LEAVE,0.42999548,YES,10%
C104276,LEAVE,LEAVE,0.37374395,YES,10%
C108141,STAY,LEAVE,0.40135548,YES,10%
C107460,LEAVE,LEAVE,0.096056335,YES,5%
C107526,STAY,STAY,0.6197491,NO,0%
C110313,LEAVE,LEAVE,0.22029977,YES,5%
C102555,LEAVE,STAY,0.60972416,NO,0%
C105825,STAY,STAY,0.71459436,NO,0%
C113985,LEAVE,LEAVE,0.1965981,YES,5%
C115601,STAY,STAY,0.99121,NO,0%
C102747,STAY,STAY,0.8887774,NO,0%
C100988,STAY,LEAVE,0.33830133,YES,10%
C104688,STAY,STAY,0.7555233,NO,0%
C113842,STAY,STAY,0.90734583,NO,0%
C103300,STAY,STAY,0.99834514,NO,0%
C101681,STAY,STAY,0.54652244,NO,0%
C100346,LEAVE,STAY,0.7541452,NO,0%
C115790,STAY,LEAVE,0.4401156,YES,10%
C107655,STAY,STAY,0.88204235,NO,0%
C106281,STAY,LEAVE,0.19940163,YES,5%
C106805,LEAVE,LEAVE,0.16916183,YES,5%
C101507,STAY,STAY,0.8278136,NO,0%
C115651,STAY,STAY,0.964418,NO,0%
C113490,LEAVE,LEAVE,0.33469608,YES,10%
C111868,STAY,STAY,0.89213973,NO,0%
C102686,LEAVE,LEAVE,0.08495372,YES,5%
C107212,STAY,STAY,0.8349373,NO,0%
C102771,LEAVE,LEAVE,0.43906835,YES,10%
C115489,LEAVE,LEAVE,0.4205995,YES,10%
C111705,STAY,STAY,0.9298097,NO,0%
C111416,STAY,STAY,0.8696166,NO,0%
C109412,STAY,STAY,0.6225827,NO,0%
C111077,STAY,STAY,0.93613046,NO,0%
C115411,LEAVE,LEAVE,0.09410631,YES,5%
C114475,LEAVE,STAY,0.59992564,NO,0%
C104748,LEAVE,LEAVE,0.051459543,YES,5%
C101552,STAY,STAY,0.97123855,NO,0%
C107295,STAY,STAY,0.6453791,NO,0%
C113714,STAY,STAY,0.982698,NO,0%
C107669,STAY,STAY,0.8453972,NO,0%
C113626,STAY,STAY,0.7651991,NO,0%
C106617,STAY,STAY,0.95484823,NO,0%
C111667,STAY,STAY,0.84374166,NO,0%
C109488,LEAVE,LEAVE,0.16659942,YES,5%
C107918,STAY,STAY,0.8170355,NO,0%
C100349,STAY,STAY,0.78751326,NO,0%
C104433,STAY,STAY,0.96182346,NO,0%
C111564,STAY,STAY,0.97521067,NO,0%
C100094,LEAVE,STAY,0.7394042,NO,0%
C111828,STAY,STAY,0.7991095,NO,0%
C110211,STAY,STAY,0.7336681,NO,0%
C105231,STAY,LEAVE,0.2611066,YES,10%
C114501,STAY,STAY,0.8212543,NO,0%
C102095,STAY,STAY,0.80611247,NO,0%
C108289,STAY,STAY,0.9885566,NO,0%
C113631,STAY,LEAVE,0.43143898,YES,10%
C106465,LEAVE,LEAVE,0.1412336,YES,5%
C100844,STAY,STAY,0.7609231,NO,0%
C115840,LEAVE,LEAVE,0.08826839,YES,5%
C108450,STAY,STAY,0.8238253,NO,0%
C102167,STAY,STAY,0.8721031,NO,0%
C104074,STAY,STAY,0.65651,NO,0%
C106390,STAY,STAY,0.91060776,NO,0%
C103004,STAY,STAY,0.79399395,NO,0%
C106012,LEAVE,STAY,0.88457817,NO,0%
C101912,STAY,STAY,0.89504236,NO,0%
C111250,STAY,STAY,0.88006485,NO,0%
C109913,STAY,STAY,0.6407218,NO,0%
C108636,STAY,STAY,0.89396137,NO,0%
C106392,STAY,STAY,0.88519126,NO,0%
C101871,LEAVE,STAY,0.5643332,NO,0%
C104418,LEAVE,STAY,0.5407486,NO,0%
C101405,LEAVE,LEAVE,0.046211336,YES,5%
C110543,STAY,STAY,0.94621813,NO,0%
C110219,LEAVE,STAY,0.61468303,NO,0%
C104629,LEAVE,LEAVE,0.047121417,YES,5%
C108385,STAY,STAY,0.9572793,NO,0%
C101511,LEAVE,LEAVE,0.20806594,YES,5%
C112683,STAY,STAY,0.9397165,NO,0%
C107761,STAY,STAY,0.8643676,NO,0%
C101456,STAY,STAY,0.85346407,NO,0%
C104351,STAY,STAY,0.543894,NO,0%
C115702,STAY,STAY,0.8291075,NO,0%
C102351,LEAVE,LEAVE,0.051715612,YES,5%
C101434,STAY,STAY,0.98243207,NO,0%
C112467,STAY,STAY,0.8932264,NO,0%
C100369,STAY,STAY,0.7130986,NO,0%
C108171,STAY,STAY,0.5260891,NO,0%
C101751,STAY,LEAVE,0.28316757,YES,10%
C110066,STAY,STAY,0.9503772,NO,0%
C115256,STAY,STAY,0.9044859,NO,0%
C100924,LEAVE,STAY,0.80640787,NO,0%
C100873,STAY,STAY,0.8291121,NO,0%
C109391,STAY,LEAVE,0.34059697,YES,10%
C114951,STAY,LEAVE,0.49955288,YES,10%
C101333,STAY,STAY,0.7785364,NO,0%
C107929,LEAVE,STAY,0.671117,NO,0%
C108449,LEAVE,STAY,0.7007734,NO,0%
C104255,LEAVE,STAY,0.66062784,NO,0%
C104875,LEAVE,LEAVE,0.13541955,YES,5%
C107953,STAY,STAY,0.9859342,NO,0%
C104901,STAY,STAY,0.9698314,NO,0%
C107020,STAY,STAY,0.79728734,NO,0%
C101637,STAY,STAY,0.93744767,NO,0%
C101545,STAY,LEAVE,0.43391547,YES,10%
C113852,STAY,STAY,0.9444652,NO,0%
C113920,STAY,STAY,0.90200365,NO,0%
C112257,STAY,STAY,0.96481186,NO,0%
C112751,STAY,STAY,0.5863696,NO,0%
C114748,STAY,STAY,0.9672916,NO,0%
C102245,LEAVE,LEAVE,0.13160363,YES,5%
C108200,LEAVE,LEAVE,0.082191356,YES,5%
C103034,LEAVE,LEAVE,0.10122899,YES,5%
C103696,STAY,STAY,0.6535879,NO,0%
C109863,STAY,STAY,0.95971626,NO,0%
C100804,STAY,STAY,0.96124077,NO,0%
C111467,LEAVE,LEAVE,0.4148087,YES,10%
C106545,LEAVE,LEAVE,0.32250088,YES,10%
C115579,LEAVE,LEAVE,0.09792149,YES,5%
C115255,STAY,STAY,0.96369916,NO,0%
C115656,STAY,STAY,0.5263536,NO,0%
C110748,STAY,STAY,0.9378432,NO,0%
C102476,LEAVE,LEAVE,0.4345712,YES,10%
C105514,STAY,STAY,0.7931074,NO,0%
C109600,LEAVE,LEAVE,0.47310486,YES,10%
C105438,STAY,STAY,0.82251245,NO,0%
C107924,LEAVE,LEAVE,0.3140438,YES,10%
C103322,STAY,STAY,0.6227839,NO,0%
C111027,STAY,STAY,0.7616316,NO,0%
C103217,STAY,STAY,0.8281237,NO,0%
C107544,LEAVE,LEAVE,0.31406122,YES,10%
C100566,LEAVE,LEAVE,0.47309574,YES,10%
C104904,LEAVE,LEAVE,0.32501423,YES,10%
C105811,STAY,STAY,0.76427,NO,0%
C100114,STAY,STAY,0.6306833,NO,0%
C102643,STAY,STAY,0.975933,NO,0%
C106171,LEAVE,LEAVE,0.26661807,YES,10%
C109951,STAY,STAY,0.77451396,NO,0%
C104364,STAY,STAY,0.9625586,NO,0%
C109459,STAY,LEAVE,0.21944968,YES,5%
C109994,LEAVE,LEAVE,0.18329078,YES,5%
C109525,STAY,STAY,0.9277535,NO,0%
C106145,STAY,STAY,0.9979482,NO,0%
C106119,STAY,STAY,0.55398285,NO,0%
C109389,LEAVE,LEAVE,0.31549942,YES,10%
C113990,LEAVE,LEAVE,0.19888352,YES,5%
C102519,STAY,STAY,0.93288547,NO,0%
C103040,LEAVE,LEAVE,0.3350611,YES,10%
C100137,STAY,STAY,0.91961473,NO,0%
C103732,STAY,STAY,0.9654258,NO,0%
C110587,STAY,STAY,0.68492156,NO,0%
C112876,LEAVE,LEAVE,0.09806557,YES,5%
C101002,STAY,STAY,0.96401244,NO,0%
C101505,STAY,STAY,0.8572003,NO,0%
C103844,STAY,STAY,0.9928461,NO,0%
C103008,STAY,STAY,0.6675782,NO,0%
C102855,STAY,STAY,0.85942346,NO,0%
C102678,STAY,STAY,0.8155227,NO,0%
C106902,LEAVE,LEAVE,0.1885278,YES,5%
C109388,STAY,STAY,0.97246337,NO,0%
C104600,STAY,STAY,0.7996447,NO,0%
C102097,LEAVE,LEAVE,0.1796958,YES,5%
C108491,LEAVE,LEAVE,0.21070524,YES,5%
C108064,LEAVE,STAY,0.79496413,NO,0%
C109868,STAY,STAY,0.9077374,NO,0%
C106104,STAY,STAY,0.9180758,NO,0%
C103695,STAY,STAY,0.9384972,NO,0%
C112601,STAY,STAY,0.73479605,NO,0%
C110996,LEAVE,LEAVE,0.29796794,YES,10%
C102023,LEAVE,LEAVE,0.42068407,YES,10%
C101732,STAY,STAY,0.983579,NO,0%
C100259,LEAVE,LEAVE,0.116059475,YES,5%
C105149,STAY,STAY,0.600377,NO,0%
C104948,LEAVE,LEAVE,0.40459347,YES,10%
C110842,STAY,LEAVE,0.3064912,YES,10%
C101823,LEAVE,STAY,0.6350763,NO,0%
C107926,STAY,STAY,0.99121135,NO,0%
C105529,STAY,STAY,0.74725276,NO,0%
C105259,STAY,STAY,0.90075994,NO,0%
C115518,STAY,STAY,0.9615141,NO,0%
C104352,STAY,STAY,0.5873773,NO,0%
C106251,STAY,STAY,0.91233915,NO,0%
C100528,STAY,LEAVE,0.41341406,YES,10%
C114306,LEAVE,LEAVE,0.27824068,YES,10%
C101619,LEAVE,LEAVE,0.28328067,YES,10%
C106430,LEAVE,STAY,0.6332513,NO,0%
C108758,STAY,STAY,0.9458801,NO,0%
C105547,STAY,STAY,0.5448967,NO,0%
C101762,STAY,STAY,0.99438286,NO,0%
C105792,STAY,STAY,0.9822282,NO,0%
C112521,STAY,STAY,0.57840425,NO,0%
C108481,STAY,STAY,0.9361098,NO,0%
C102974,STAY,STAY,0.6641116,NO,0%
C104417,STAY,STAY,0.91108954,NO,0%
C103722,STAY,STAY,0.98587865,NO,0%
C104212,LEAVE,STAY,0.82807744,NO,0%
C115194,STAY,STAY,0.75848675,NO,0%
C113174,STAY,STAY,0.9045357,NO,0%
C113563,STAY,STAY,0.8706003,NO,0%
C114200,STAY,STAY,0.9823079,NO,0%
C104730,LEAVE,LEAVE,0.105893105,YES,5%
C100745,STAY,STAY,0.97246605,NO,0%
C114815,STAY,LEAVE,0.4615286,YES,10%
C103139,STAY,STAY,0.5417073,NO,0%
C115642,STAY,STAY,0.9813053,NO,0%
C114627,STAY,STAY,0.77000487,NO,0%
C112376,LEAVE,LEAVE,0.1455484,YES,5%
C103491,LEAVE,STAY,0.62233365,NO,0%
C107462,STAY,STAY,0.76879835,NO,0%
C106772,STAY,STAY,0.98477423,NO,0%
C114529,STAY,STAY,0.9447171,NO,0%
C100206,STAY,STAY,0.8934809,NO,0%
C104539,STAY,STAY,0.8582348,NO,0%
C105920,STAY,STAY,0.65145695,NO,0%
C111117,STAY,STAY,0.62067395,NO,0%
C107134,LEAVE,STAY,0.58544827,NO,0%
C103993,STAY,LEAVE,0.3844587,YES,10%
C111690,LEAVE,LEAVE,0.4837674,YES,10%
C113637,LEAVE,LEAVE,0.21182023,YES,5%
C113188,STAY,STAY,0.8457372,NO,0%
C112307,LEAVE,LEAVE,0.23084155,YES,5%
C103095,STAY,STAY,0.8381977,NO,0%
C101106,STAY,STAY,0.8271589,NO,0%
C105542,STAY,STAY,0.91425,NO,0%
C108861,LEAVE,LEAVE,0.3769956,YES,10%
C111514,STAY,STAY,0.7786679,NO,0%
C109999,STAY,STAY,0.81332403,NO,0%
C102874,STAY,STAY,0.5922646,NO,0%
C109977,LEAVE,LEAVE,0.15069318,YES,5%
C113280,STAY,STAY,0.8261951,NO,0%
C107911,STAY,STAY,0.66698,NO,0%
C100605,STAY,STAY,0.6443307,NO,0%
C109326,STAY,STAY,0.833066,NO,0%
C102525,STAY,STAY,0.9289891,NO,0%
C107308,LEAVE,LEAVE,0.2374746,YES,5%
C108239,STAY,STAY,0.8863366,NO,0%
C106934,LEAVE,LEAVE,0.47256893,YES,10%
C100488,STAY,STAY,0.9800125,NO,0%
C113043,STAY,LEAVE,0.4961529,YES,10%
C108432,STAY,STAY,0.87071514,NO,0%
C114564,LEAVE,LEAVE,0.24821234,YES,5%
C104819,STAY,STAY,0.61346734,NO,0%
C108487,LEAVE,LEAVE,0.36331654,YES,10%
C114898,LEAVE,LEAVE,0.44890457,YES,10%
C108870,LEAVE,LEAVE,0.4790503,YES,10%
C114249,LEAVE,LEAVE,0.23463394,YES,5%
C103836,LEAVE,LEAVE,0.12808257,YES,5%
C108403,STAY,STAY,0.7244963,NO,0%
C112178,STAY,STAY,0.8882149,NO,0%
C114093,STAY,STAY,0.7223114,NO,0%
C101282,LEAVE,LEAVE,0.39314413,YES,10%
C111953,LEAVE,LEAVE,0.11296709,YES,5%
C112151,LEAVE,LEAVE,0.28780517,YES,10%
C102290,STAY,STAY,0.59561485,NO,0%
C108409,STAY,STAY,0.9506345,NO,0%
C112338,LEAVE,LEAVE,0.18933564,YES,5%
C102595,LEAVE,LEAVE,0.22804113,YES,5%
C105240,STAY,LEAVE,0.16584477,YES,5%
C111568,STAY,STAY,0.9365135,NO,0%
C110056,STAY,STAY,0.8782811,NO,0%
C114753,STAY,STAY,0.971854,NO,0%
C101094,STAY,STAY,0.83438534,NO,0%
C104340,STAY,STAY,0.8525539,NO,0%
C101620,STAY,STAY,0.5860445,NO,0%
C102173,STAY,STAY,0.9624833,NO,0%
C104650,LEAVE,STAY,0.5542029,NO,0%
C103271,LEAVE,LEAVE,0.28530416,YES,10%
C110460,STAY,STAY,0.7078696,NO,0%
C112173,STAY,STAY,0.9232102,NO,0%
C108092,STAY,STAY,0.73914814,NO,0%
C110378,LEAVE,STAY,0.5350238,NO,0%
C108954,LEAVE,STAY,0.58501756,NO,0%
C115241,STAY,STAY,0.612034,NO,0%
C103043,LEAVE,LEAVE,0.05363262,YES,5%
C109403,STAY,STAY,0.65414083,NO,0%
C109012,STAY,STAY,0.78819865,NO,0%
C110147,STAY,STAY,0.8946666,NO,0%
C110447,STAY,STAY,0.861467,NO,0%
C107060,STAY,STAY,0.98066586,NO,0%
C113788,STAY,STAY,0.6652681,NO,0%
C114390,STAY,STAY,0.9545656,NO,0%
C107476,LEAVE,LEAVE,0.15636657,YES,5%
C112206,STAY,STAY,0.9046943,NO,0%
C105838,LEAVE,LEAVE,0.066895485,YES,5%
C103577,STAY,STAY,0.7044029,NO,0%
C111442,STAY,STAY,0.783533,NO,0%
C108912,STAY,STAY,0.898854,NO,0%
C103479,STAY,STAY,0.61182463,NO,0%
C104744,STAY,STAY,0.94808555,NO,0%
